visita_id,client_id,variation,primer_paso,ultimo_paso,confirm,duracion_total_seg,duracion_total_min,tasa_error_visita,edad,genero,años_cliente_vg,num_cuentas,saldo_total
270992838_11758777313_598421,1703992,Test,start,confirm,1,400.0,6.67,0.0,42,F,12,2,58839.81
271019108_79366932199_686934,4578710,Control,start,step_1,0,35.0,0.58,0.0,64,F,13,2,45883.03999999999
271041012_60989523374_330648,2622567,Control,start,step_2,0,201.0,3.35,0.3333333333333333,35,F,8,2,42681.99
271126046_21442726917_721929,3933525,Control,start,confirm,1,349.0,5.82,0.0,66,F,12,2,25150.29
271139831_84207115527_849891,1554927,Control,start,start,0,0.0,0.0,0.0,61,M,11,2,37671.99
271160158_92179315971_614010,2109600,Test,start,step_1,0,18.0,0.3,0.0,56,M,23,3,294704.76
271162918_10433641180_354617,5206243,Test,start,confirm,1,221.0,3.68,0.0,42,F,13,3,28512.16
271184929_74745053181_422231,6620751,Control,start,start,0,24.0,0.4,0.5,32,M,6,2,64783.68
271234888_40454402884_729119,8426405,Test,start,step_3,0,267.0,4.45,0.18181818181818182,63,M,6,2,59077.01
271267420_16559676913_435380,1990597,Test,start,step_2,0,301.0,5.02,0.0,59,M,29,3,420633.94
271286960_1902474861_121833,6379532,Control,start,confirm,1,99.0,1.65,0.0,30,F,9,3,45385.1
271330115_64890773572_759783,2101232,Test,start,step_2,0,159.0,2.65,0.2,34,F,14,2,35524.1
271339639_56318880973_597524,3637573,Control,start,step_1,0,321.0,5.35,0.3333333333333333,28,F,21,2,29931.21
271379046_63880658758_127025,416757,Control,start,start,0,0.0,0.0,0.0,40,F,9,2,26417.95
27141033_59351395510_415064,4934628,Control,start,confirm,1,307.0,5.12,0.0,34,M,9,2,113816.49
271412337_90723324667_524883,7123131,Control,start,confirm,1,205.0,3.42,0.0,58,F,21,3,350754.2
27144337_83739845380_214282,1346,Test,start,step_3,0,495.0,8.25,0.2222222222222222,46,F,14,2,822512.91
271446548_97155061611_589795,432793,Control,start,confirm,1,271.0,4.52,0.0,46,F,14,3,108874.61
271471944_54931725192_481156,7404361,Control,start,start,0,0.0,0.0,0.0,50,M,8,2,100893.14
271507444_37984035626_2146,3855695,Control,start,confirm,1,467.0,7.78,0.0,42,M,9,2,25106.59
271521303_4262685868_439403,2423443,Control,start,start,0,0.0,0.0,0.0,54,M,23,2,39850.45
271567425_17813636971_423595,3086399,Control,start,step_1,0,25.0,0.42,0.0,48,M,16,2,166456.55
271580609_92274928751_190003,116248,Test,start,step_1,0,4.0,0.07,0.0,43,M,21,2,185805.4
271593298_60200493790_720370,1108090,Test,start,start,0,105.0,1.75,0.3333333333333333,46,F,11,2,106110.66
271600767_74479029313_147802,2066508,Control,start,confirm,1,384.0,6.4,0.0,70,M,17,2,227797.36
271611295_68809312761_315034,6546338,Test,start,confirm,1,170.0,2.83,0.0,34,F,9,3,39822.71
271622429_90647042261_841006,9288745,Test,start,confirm,1,116.0,1.93,0.0,30,M,12,2,32299.7
27163062_42978287415_577425,9085035,Test,start,step_1,0,70.0,1.17,0.0,65,M,9,2,39925.8
271634220_20216281360_421941,7556542,Test,start,confirm,1,1537.0,25.62,0.09090909090909091,62,F,16,2,179663.8
271656137_41541725272_95604,6574408,Test,start,confirm,1,710.0,11.83,0.3,60,F,11,2,35516.259999999995
271672776_2247737746_239862,1356057,Test,start,start,0,635.0,10.58,0.0,72,F,23,3,82480.6
271684829_65189489145_378325,7597144,Test,start,start,0,1538.0,25.63,0.0,67,M,5,2,140305.91
271694983_99406728207_769281,7621250,Control,start,step_1,0,31.0,0.52,0.0,45,F,14,2,56299.75
271743056_70158587722_409735,4901739,Control,start,confirm,1,173.0,2.88,0.0,18,M,21,2,25061.84
271743730_69261992149_948735,7973780,Control,start,step_1,0,22.0,0.37,0.0,73,M,28,3,171452.11
271758592_13484383662_149923,463414,Test,start,confirm,1,124.0,2.07,0.0,46,M,15,2,130407.24
271764083_77951446380_309257,9299842,Control,start,confirm,1,183.0,3.05,0.0,32,M,13,2,32433.46
271781878_93700750268_658873,2487945,Control,start,start,0,168.0,2.8,0.2,62,F,14,2,61083.95
2718259_70221763525_67025,5562631,Control,start,step_1,0,126.0,2.1,0.4444444444444444,53,M,15,3,54381.51
271869081_73607280052_82524,299563,Control,start,confirm,1,123.0,2.05,0.0,54,F,14,2,39481.49
271892624_18017482643_236011,4186429,Test,start,confirm,1,792.0,13.2,0.0,36,M,15,2,82689.29999999999
271909439_76783331175_476042,5234879,Test,start,confirm,1,5066.0,84.43,0.1,44,M,15,2,106136.58
271915843_75756368635_829800,8908639,Test,start,step_3,0,118.0,1.97,0.0,60,M,13,2,357704.6
271971591_3582529388_437594,309851,Control,start,step_3,0,58.0,0.97,0.0,63,M,21,2,254247.1
271977571_54431594958_186949,6701749,Test,start,start,0,131.0,2.18,0.3333333333333333,25,M,10,2,50958.23
271997397_29079904323_83483,6370960,Control,start,step_1,0,11.0,0.18,0.0,38,M,13,2,48645.47
272014260_99378741292_816103,2541876,Test,start,step_1,0,152.0,2.53,0.16666666666666666,43,F,20,3,55447.39
272128625_94154838396_318579,5536276,Test,start,confirm,1,98.0,1.63,0.0,40,M,12,3,48791.94
272131290_65298142283_791076,582548,Test,start,confirm,1,301.0,5.02,0.0,30,M,8,2,33302.47
272136709_70598831333_804800,1949499,Test,start,step_3,0,813.0,13.55,0.2222222222222222,48,M,15,2,33869.54
272142156_32135073992_909866,4916553,Test,start,confirm,1,312.0,5.2,0.0,63,M,10,2,85205.29000000001
272144532_16988201473_5762,458796,Control,start,confirm,1,146.0,2.43,0.0,20,M,12,2,48572.34
272151033_82011571819_889776,6902415,Control,start,step_3,0,218.0,3.63,0.0,44,M,8,2,582644.7200000001
272164920_56116483853_501361,9077159,Control,start,step_1,0,8.0,0.13,0.0,48,M,9,2,52164.85
272193910_9763245874_953355,6576898,Control,start,confirm,1,181.0,3.02,0.0,33,M,13,2,34946.42
272195485_18258056350_109971,7136607,Test,start,step_1,0,66.0,1.1,0.0,75,M,12,2,121997.38
272253414_89139069146_574698,7905510,Control,start,start,0,3.0,0.05,0.0,22,M,26,2,147086.16999999998
272280779_22693419543_342491,6341223,Test,start,start,0,41.0,0.68,0.0,56,F,20,2,90883.44
272286044_75420941540_307271,2280093,Test,start,start,0,88.0,1.47,0.0,39,F,7,2,104488.54
27230044_14685057796_397515,7970330,Test,start,step_1,0,322.0,5.37,0.4,58,M,11,2,82595.76
272306139_7798244203_796589,6182851,Control,start,confirm,1,456.0,7.6,0.0,36,M,15,2,115262.08
272333473_58034341721_646229,292370,Control,start,start,0,24.0,0.4,0.0,49,M,27,3,352807.96
272362931_5351334373_583125,2036303,Control,start,start,0,0.0,0.0,0.0,43,F,11,2,63004.96
272376661_31149950390_204666,7609773,Control,start,confirm,1,187.0,3.12,0.0,64,F,14,2,108639.02
272393861_75524267400_861595,3563974,Test,start,start,0,0.0,0.0,0.0,53,F,9,2,40174.28999999999
272438530_43471918556_550727,7768455,Test,start,confirm,1,529.0,8.82,0.0,52,M,11,2,143733.9
27244796_60832348765_783803,4543944,Test,start,step_3,0,233.0,3.88,0.0,26,M,7,4,151050.41
272465461_91155351311_790165,2145857,Control,start,confirm,1,183.0,3.05,0.0,63,M,21,2,90918.08
272466416_74838834072_378936,2143189,Control,start,start,0,51.0,0.85,0.0,52,M,5,2,80179.91
272466784_38214547041_719837,2288541,Control,start,confirm,1,233.0,3.88,0.0,62,M,15,3,338745.69
272491324_9015711972_73824,8799359,Control,start,confirm,1,833.0,13.88,0.125,32,M,14,3,32841.75
272495669_91954148266_851695,4701664,Control,start,confirm,1,419.0,6.98,0.0,76,M,10,3,1242495.2
272524146_9851066978_914544,5631954,Control,start,start,0,543.0,9.05,0.5,60,M,14,2,236370.01
272533784_42322413890_794402,1723024,Control,start,confirm,1,375.0,6.25,0.0,42,M,15,2,141158.28
272539539_23148752581_46935,3309350,Test,start,confirm,1,90.0,1.5,0.0,36,F,8,2,29066.66
27255139_85777881158_225914,9397910,Control,start,step_1,0,614.0,10.23,0.25,91,M,24,3,121265.91
272555970_65821600875_12876,9865882,Control,start,start,0,99.0,1.65,0.5,63,M,28,2,78581.59
272608456_29693675794_703484,7845652,Control,start,start,0,177.0,2.95,0.2857142857142857,74,M,15,2,80288.6
27260938_27421045685_176700,4496283,Test,start,start,0,2508.0,41.8,0.125,77,M,13,2,194793.16
27264287_12789407866_12567,8170199,Test,start,step_1,0,23.0,0.38,0.0,40,F,15,2,43793.62
272663845_28167718509_975402,5136566,Test,start,confirm,1,1089.0,18.15,0.125,36,F,10,2,29972.53
272665050_97418994579_701644,194686,Control,start,confirm,1,2801.0,46.68,0.14285714285714285,68,M,9,2,41125.99
27266927_92973762081_824947,4797951,Control,start,start,0,0.0,0.0,0.0,68,F,22,3,345043.54
27268846_49424827309_642929,7162304,Control,start,start,0,0.0,0.0,0.0,73,M,23,2,206006.34000000003
272699955_45060231449_976111,6794458,Control,start,step_1,0,84.0,1.4,0.0,63,M,14,2,34071.86
272706014_18507999544_806562,5104205,Control,start,confirm,1,130.0,2.17,0.0,44,M,15,2,82218.41
272709206_49938924390_424809,5389637,Control,start,start,0,299.0,4.98,0.5,73,M,25,2,31955.22
272786734_95250058885_17607,5857868,Control,start,confirm,1,212.0,3.53,0.0,30,F,11,2,60690.72
272789559_24598434869_244418,7456717,Control,start,confirm,1,133.0,2.22,0.16666666666666666,60,F,4,2,50295.33
272793995_54643228299_34745,821604,Test,start,confirm,1,122.0,2.03,0.0,27,F,21,2,30274.3
27279550_54302342811_665923,8196373,Control,start,confirm,1,149.0,2.48,0.0,50,M,14,2,87391.93
272796286_64893796746_201739,9839536,Control,start,confirm,1,450.0,7.5,0.0,76,F,24,2,104162.26
272804144_19394029865_538273,8000863,Test,start,start,0,380.0,6.33,0.25,50,F,9,2,28525.41
272807964_72301327625_833543,5890932,Control,start,confirm,1,319.0,5.32,0.0,62,F,21,4,1397686.5599999998
272810599_15124486607_220315,3064622,Test,start,confirm,1,911.0,15.18,0.2222222222222222,54,F,11,2,24301.99
272810868_52002042949_718045,2590254,Test,start,start,0,0.0,0.0,0.0,61,M,6,2,145418.72999999998
272840206_46623955770_538602,3939719,Control,start,step_1,0,33.0,0.55,0.0,46,M,22,5,587143.5
272851853_4695608696_16172,4860230,Test,start,confirm,1,270.0,4.5,0.0,50,M,18,2,94928.56
272905298_25178373197_366461,2833889,Test,start,confirm,1,377.0,6.28,0.125,34,M,9,3,103084.19
27292416_72628641872_546898,1398109,Test,start,confirm,1,384.0,6.4,0.0,64,F,11,2,265185.29
272925294_59809149733_994526,5644486,Control,start,start,0,213.0,3.55,0.25,76,F,10,2,77892.58
272956932_50355394170_633352,6891366,Control,start,start,0,226.0,3.77,0.0,58,F,6,3,354786.22
273029877_41578719040_601171,8963162,Test,start,confirm,1,112.0,1.87,0.0,60,M,28,2,465595.9
273060276_39406266746_311488,4960297,Control,start,start,0,113.0,1.88,0.5,82,F,32,3,264057.46
273065079_40377334672_917561,1569375,Test,start,start,0,0.0,0.0,0.0,29,M,12,3,439822.38
273069739_64553817824_148731,6767201,Test,start,step_2,0,18.0,0.3,0.0,38,F,12,3,29221.68
273070392_71319477279_927176,9076129,Test,start,step_1,0,129.0,2.15,0.0,54,F,12,3,302307.65
2730919_13660084425_944238,2262027,Test,start,confirm,1,242.0,4.03,0.0,26,M,11,2,106592.52
273104547_69399976625_528943,7247723,Test,start,confirm,1,521.0,8.68,0.0,48,M,14,2,80017.35
273106094_89336326574_782445,7187770,Test,start,confirm,1,646.0,10.77,0.16666666666666666,52,F,16,2,28306.3
27310957_96383285197_623715,6011502,Test,start,confirm,1,2342.0,39.03,0.0,76,M,17,4,1025467.49
273130076_75352250583_962978,9725807,Test,start,confirm,1,364.0,6.07,0.0,58,M,15,2,145676.13
273170698_81575340706_313648,9388977,Control,start,step_1,0,28.0,0.47,0.0,51,F,21,4,918384.29
273205151_88328266792_390563,2023674,Test,start,confirm,1,171.0,2.85,0.0,64,M,10,3,213653.79
273218417_14037839320_638771,867433,Test,start,confirm,1,293.0,4.88,0.0,28,M,15,2,55503.11
273248409_49801828072_470568,1480616,Control,start,confirm,1,599.0,9.98,0.0,24,M,15,3,99857.86
273275738_17248643291_864240,1890923,Test,start,confirm,1,208.0,3.47,0.0,66,F,9,2,150298.51
273309340_99175944139_60700,2671924,Test,start,confirm,1,2067.0,34.45,0.14285714285714285,28,M,9,2,79154.67
273314102_50387993134_299216,414245,Test,start,step_1,0,92.0,1.53,0.0,71,F,9,2,118239.63
27335816_78380557173_223910,6802314,Test,start,step_1,0,59.0,0.98,0.25,40,M,9,2,37747.83
273391599_63876058514_680790,1503317,Control,start,confirm,1,362.0,6.03,0.0,45,F,14,2,40883.99
273393727_57024844160_121778,7514780,Test,start,start,0,0.0,0.0,0.0,45,M,17,3,530186.52
273398264_48108288732_910790,1819374,Control,start,start,0,0.0,0.0,0.0,71,F,24,2,95288.8
273398360_47228423229_609978,1245225,Control,start,confirm,1,375.0,6.25,0.0,36,F,14,2,91436.13
27341083_18995815703_945217,3274948,Test,start,confirm,1,755.0,12.58,0.125,56,M,14,2,49282.99
273443004_75294395439_907078,9049387,Test,start,start,0,0.0,0.0,0.0,54,M,4,2,47011.71
273454296_11979170444_88965,5090952,Test,start,start,0,229.0,3.82,0.0,63,F,16,4,433543.83
273462162_45748904260_571980,3383050,Control,start,start,0,0.0,0.0,0.0,49,F,14,2,23888.12
273468680_60159837189_672805,6737832,Test,start,confirm,1,306.0,5.1,0.16666666666666666,32,M,9,3,91472.93
273474573_4030008776_983497,3745132,Test,start,start,0,545.0,9.08,0.3333333333333333,35,M,10,2,66775.70999999999
273479351_2539388272_85293,2882324,Test,start,confirm,1,387.0,6.45,0.0,73,F,25,3,139707.86
273487191_34772096060_220026,4832456,Test,start,start,0,72.0,1.2,0.5,86,M,12,2,209074.7
273535421_77937092173_474455,4160955,Control,start,step_3,0,131.0,2.18,0.0,71,F,9,2,28796.92
273564881_13867429766_927301,7923307,Test,start,confirm,1,377.0,6.28,0.0,68,F,24,2,37985.16
273595684_60051533546_495174,11070,Control,start,step_3,0,148.0,2.47,0.0,54,M,14,3,255988.05
273600017_3834976363_540491,9028665,Control,start,confirm,1,569.0,9.48,0.0,68,M,20,2,321849.14
27361543_32086069406_272742,8887485,Test,start,confirm,1,136.0,2.27,0.0,25,F,12,3,56162.45
273620654_53358324949_396335,8587544,Test,start,step_3,0,297.0,4.95,0.16666666666666666,47,F,16,2,49511.77
273630098_46846680300_873657,4031845,Control,start,confirm,1,509.0,8.48,0.0,75,M,23,2,378521.58
273644085_52020019067_430519,4178665,Control,start,confirm,1,256.0,4.27,0.0,28,M,8,2,110444.87
273661354_76309051541_564921,7500270,Control,start,step_3,0,80.0,1.33,0.0,56,F,31,2,28166.5
27368114_70544728030_115145,2018953,Test,start,confirm,1,233.0,3.88,0.0,34,M,9,2,27786.48
273689466_94470296514_231118,4508248,Test,start,start,0,70.0,1.17,0.5,25,M,13,2,96153.6
273690010_27421885759_151569,957488,Test,start,step_1,0,65.0,1.08,0.0,45,F,14,4,75935.34
273693014_56323007766_392299,1122430,Test,start,confirm,1,288.0,4.8,0.0,46,F,12,3,76449.0
27369930_32905444390_476686,9607208,Test,start,start,0,0.0,0.0,0.0,49,F,21,2,34234.33
27370994_74075288563_399355,9210908,Test,start,step_1,0,13.0,0.22,0.0,33,M,12,3,30581.06
273742192_21949336984_228072,8625604,Test,start,confirm,1,139.0,2.32,0.0,56,M,12,3,157871.02999999997
273791768_8921679097_864807,7758973,Test,start,confirm,1,177.0,2.95,0.0,32,F,8,2,59205.94
273796137_32070735118_550339,3825179,Test,start,confirm,1,578.0,9.63,0.0,58,M,22,2,416339.55
273831297_68372590732_621665,942272,Test,start,confirm,1,218.0,3.63,0.0,20,M,16,2,28135.05
273875895_54088380821_366562,7895984,Test,start,confirm,1,66.0,1.1,0.0,36,F,12,2,26194.8
273879542_38869278017_752083,1423461,Control,start,confirm,1,357.0,5.95,0.0,38,M,19,2,103364.24
273888757_14192688656_752488,8639638,Test,start,confirm,1,278.0,4.63,0.16666666666666666,63,F,21,3,521593.47
273921675_58425935644_392745,8516632,Control,start,confirm,1,282.0,4.7,0.16666666666666666,61,M,14,2,165649.89
273956283_69199221384_193099,2225918,Test,start,start,0,275.0,4.58,0.3333333333333333,59,F,15,2,24810.88
273994784_4556212487_833470,8493081,Test,start,confirm,1,393.0,6.55,0.3333333333333333,48,M,17,2,160866.75
273999776_74887434202_991606,2166322,Test,start,step_1,0,891.0,14.85,0.25,69,F,18,2,290331.02
274034681_17784732567_125609,2710557,Test,start,confirm,1,147.0,2.45,0.0,27,F,10,2,45601.28
274045098_52754588687_646034,6761711,Test,start,confirm,1,128.0,2.13,0.0,32,F,15,3,50535.87
27405484_9359138873_36952,2666398,Control,start,confirm,1,149.0,2.48,0.0,34,M,11,2,41383.08
274089693_98439985500_970910,2914974,Test,start,start,0,0.0,0.0,0.0,67,M,8,2,73229.85
27410020_56636194579_39696,8888550,Control,start,start,0,0.0,0.0,0.0,59,M,17,2,64335.4
274102478_28178436502_974841,3877620,Test,start,confirm,1,335.0,5.58,0.0,30,F,10,2,91819.19
27415594_77468970161_865563,2706662,Control,start,confirm,1,434.0,7.23,0.0,60,M,14,2,62362.54
274224861_11388458648_907805,6735099,Control,start,start,0,0.0,0.0,0.0,44,M,14,2,25931.83
274228150_79961872000_609165,4825433,Control,start,confirm,1,604.0,10.07,0.0,34,F,14,2,106251.3
274242827_89832982065_40649,5872502,Test,start,start,0,49.0,0.82,0.5,55,F,12,2,88311.39
274242949_98411345583_486130,6248859,Test,start,start,0,773.0,12.88,0.0,74,M,9,2,215134.3
274244167_38378113651_860184,2769858,Test,start,confirm,1,2290.0,38.17,0.125,62,M,13,2,142470.4
274301865_9071453177_660605,2145346,Control,start,step_3,0,208.0,3.47,0.0,59,F,4,2,184363.27
274333178_13804088000_150261,8706967,Test,start,start,0,0.0,0.0,0.0,40,F,20,3,55790.23
274348281_70789778736_333556,6331089,Control,start,confirm,1,116.0,1.93,0.16666666666666666,32,M,9,2,39780.03
274365690_12489550205_303796,3013805,Test,start,confirm,1,541.0,9.02,0.16666666666666666,48,F,10,3,59733.86
274365802_29621662484_458005,1988961,Control,start,start,0,518.0,8.63,0.2,46,M,17,2,43547.44
274475425_26641652463_428608,5350623,Test,start,start,0,0.0,0.0,0.0,44,F,15,4,409399.11
274488028_11421712739_810052,9499719,Control,start,step_1,0,28.0,0.47,0.0,69,M,10,2,567955.77
274501392_26785966499_60047,4224360,Control,start,confirm,1,212.0,3.53,0.0,38,F,13,2,46843.1
274509380_26530961716_523813,7149361,Control,start,confirm,1,286.0,4.77,0.0,52,M,23,4,156320.11
274547214_1303729376_956103,6238948,Test,start,confirm,1,168.0,2.8,0.0,40,F,10,2,85075.81
274573271_24803987442_877148,1406494,Control,start,start,0,0.0,0.0,0.0,42,M,14,2,55242.27
274587578_31242524986_226845,6946004,Control,start,start,0,20.0,0.33,0.0,60,F,6,2,209368.19
27459587_45279604636_913427,9528790,Control,start,confirm,1,257.0,4.28,0.0,38,F,14,2,65004.12
274617_30715247489_798096,8329929,Test,start,start,0,0.0,0.0,0.0,73,F,16,2,41086.61
274622609_60673177167_235852,8013513,Test,start,start,0,1299.0,21.65,0.5,61,M,16,2,67880.23
274703405_22134338629_53918,3598849,Test,start,step_1,0,120.0,2.0,0.0,77,M,13,2,94045.42
274703637_19448608046_85053,4409389,Test,start,step_1,0,11.0,0.18,0.0,34,F,6,2,31550.4
274707504_23104861982_466790,2833457,Test,start,start,0,0.0,0.0,0.0,58,F,10,2,33776.58
27470927_65943025598_757996,5965304,Control,start,confirm,1,404.0,6.73,0.0,58,M,14,3,513768.62
274733569_31313180309_937996,7040762,Control,start,start,0,0.0,0.0,0.0,54,M,10,2,35221.44
274737904_4957228193_574044,2974324,Test,start,start,0,49.0,0.82,0.5,38,F,21,2,149695.06
274765538_63004129744_729304,7020198,Control,start,step_3,0,445.0,7.42,0.0,51,F,13,2,62962.79
274787304_36960474495_17655,5760465,Test,start,start,0,195.0,3.25,0.0,53,F,8,2,67109.72
274788971_36354131881_333131,3385688,Control,start,start,0,164.0,2.73,0.0,51,M,14,2,465586.14
274797171_20561083904_311476,7278892,Control,start,confirm,1,233.0,3.88,0.0,57,M,15,2,100751.67
274813098_78494561215_633965,4057075,Test,start,start,0,252.0,4.2,0.2,54,M,13,2,34295.02
274813965_92508413093_235811,1759261,Control,start,step_3,0,1634.0,27.23,0.0,80,M,27,2,140586.4
274853920_22717475851_392473,9179900,Control,start,start,0,110.0,1.83,0.5,43,M,9,2,358225.35
274874863_5793833833_588991,5117714,Control,start,confirm,1,191.0,3.18,0.0,62,F,23,3,307434.97
274879826_71567168684_934082,1180860,Test,start,confirm,1,151.0,2.52,0.0,38,M,22,3,83552.09
274958332_59227941584_873354,5754995,Test,start,confirm,1,172.0,2.87,0.0,56,M,10,2,387572.55
274978624_52573690680_616565,1501476,Test,start,start,0,0.0,0.0,0.0,50,F,20,3,376104.7
274991257_97787788892_877423,8603917,Test,start,confirm,1,313.0,5.22,0.0,60,F,9,2,59340.06
275003704_36654373447_242110,3863399,Test,start,start,0,254.0,4.23,0.25,71,M,18,2,209949.52
275011810_78161809958_271095,3999608,Control,start,step_1,0,55.0,0.92,0.0,87,F,7,2,51859.58
275017615_71185326681_382109,3486930,Control,start,start,0,0.0,0.0,0.0,60,F,22,2,464271.59
275020927_64353550756_750055,2165019,Test,start,confirm,1,415.0,6.92,0.3,44,F,15,2,40813.05
275059068_45108286928_173458,126524,Test,start,confirm,1,447.0,7.45,0.0,52,M,19,3,556338.91
275066779_75737269694_26195,1829420,Test,start,start,0,26.0,0.43,0.0,79,F,23,2,51774.0
275141979_4974601149_50873,3829697,Control,start,start,0,602.0,10.03,0.2857142857142857,73,F,27,2,138059.62
275146156_35280554075_999692,6189129,Test,start,start,0,374.0,6.23,0.25,64,M,4,2,461234.4
275157525_75945903659_303497,9381572,Test,start,start,0,332.0,5.53,0.5,38,M,11,2,45642.37
275159827_57486027235_844876,3502276,Control,start,confirm,1,338.0,5.63,0.16666666666666666,58,F,6,2,162240.76
275176699_42023462740_262711,7584268,Test,start,confirm,1,246.0,4.1,0.0,34,M,9,2,64744.91
27517765_26869801838_686714,2774365,Control,start,step_2,0,70.0,1.17,0.0,50,M,18,2,510629.91
275179070_64763778486_860302,4197208,Control,start,confirm,1,263.0,4.38,0.0,54,M,18,2,99899.64
275194162_6718708771_56732,3354637,Test,start,start,0,34.0,0.57,0.0,42,F,16,3,208213.21
275200772_31290919376_73734,4260236,Control,start,confirm,1,772.0,12.87,0.16666666666666666,60,F,12,2,58615.38
275203114_61243819064_990030,2824309,Control,start,confirm,1,113.0,1.88,0.0,28,M,25,3,374261.96
275203890_93987324063_749986,5002833,Control,start,confirm,1,100.0,1.67,0.0,22,M,23,2,24809.62
2752749_2947549935_971485,1681883,Control,start,confirm,1,390.0,6.5,0.0,44,M,15,3,194830.69
275301911_65716174634_46338,9728907,Test,start,start,0,262.0,4.37,0.2,52,M,12,2,98727.26
275309189_45703341836_747328,5592653,Control,start,start,0,0.0,0.0,0.0,56,F,8,3,216037.46
275372120_37230999085_412696,247960,Test,start,step_2,0,145.0,2.42,0.25,54,M,6,2,282742.71
275382411_57579666512_181011,3219916,Control,start,step_3,0,210.0,3.5,0.0,37,F,8,2,75826.04000000001
275385919_38513871629_891157,8403024,Test,start,confirm,1,291.0,4.85,0.0,36,M,11,2,67850.54000000001
275390819_21118987328_270269,8289125,Control,start,step_3,0,183.0,3.05,0.0,63,F,33,2,113740.35
275427958_78335219856_737916,1830446,Control,start,start,0,0.0,0.0,0.0,34,M,4,3,51618.36
275493627_83151188043_974526,6654494,Control,start,confirm,1,913.0,15.22,0.2,44,M,20,2,188242.89
275522616_13200763702_380141,2704747,Control,start,confirm,1,290.0,4.83,0.0,18,F,13,2,25978.11
275527538_31896240883_369633,1253088,Test,start,confirm,1,254.0,4.23,0.0,38,F,14,3,252525.63
275532311_1460132725_72125,3103401,Test,start,step_2,0,796.0,13.27,0.4,72,F,24,2,72494.59
275566563_90561700289_573265,430812,Control,start,start,0,0.0,0.0,0.0,66,F,16,2,48761.1
275570625_2937847532_560741,3574365,Test,start,confirm,1,438.0,7.3,0.0,50,F,12,2,76647.19
275582409_851221782_28087,5855387,Control,start,confirm,1,181.0,3.02,0.0,32,M,12,3,202812.36
275585384_28249848364_560339,4539664,Test,start,confirm,1,1069.0,17.82,0.0,58,F,17,2,272996.6
275603739_10846253780_438049,1599359,Test,start,confirm,1,140.0,2.33,0.0,44,F,21,2,200345.51
275627899_80410035951_563337,3332995,Test,start,confirm,1,122.0,2.03,0.0,20,F,26,2,28347.21
275658974_68549420172_24651,4778460,Control,start,step_1,0,252.0,4.2,0.16666666666666666,66,M,16,4,69607.88
275664577_98764799306_432141,2153015,Control,start,step_1,0,15.0,0.25,0.0,38,F,9,2,62099.32
275689359_59074819060_716116,8585300,Test,start,start,0,247.0,4.12,0.5,73,F,21,3,142038.01
275716229_19314569443_550115,5091556,Test,start,step_3,0,162.0,2.7,0.2,70,M,4,2,310247.08
275726929_98205151613_948209,7840357,Control,start,step_1,0,7.0,0.12,0.0,68,F,38,2,318337.25
275738682_86948035110_482422,2786535,Test,start,step_1,0,229.0,3.82,0.4,58,F,8,2,29125.13
275755945_41786355854_641750,3036660,Control,start,start,0,0.0,0.0,0.0,42,F,14,2,190097.41
27582777_21237872888_468581,6121045,Control,start,step_1,0,1918.0,31.97,0.1111111111111111,58,M,28,3,282312.39
275863932_11774955120_779549,3439716,Test,start,confirm,1,209.0,3.48,0.0,62,M,9,2,25039.99
275887696_51740057136_798210,1836,Test,start,step_1,0,151.0,2.52,0.3333333333333333,52,M,13,2,826232.62
275894290_55767672635_600841,552898,Test,start,step_2,0,59.0,0.98,0.0,30,F,14,2,56061.12
27591850_86728268121_864760,261857,Control,start,start,0,633.0,10.55,0.0,57,F,20,3,1193209.88
276008776_6187559850_732189,36555,Test,start,start,0,2543.0,42.38,0.1111111111111111,70,M,15,2,405169.15
276029728_14262572025_401215,1676632,Test,start,start,0,337.0,5.62,0.0,64,M,8,3,1030196.4
276039717_59874980424_38070,2891606,Control,start,confirm,1,99.0,1.65,0.0,32,F,30,2,41108.74
276052094_44396250351_656716,7912047,Control,start,confirm,1,438.0,7.3,0.0,50,M,21,3,83146.14
276066031_50736025801_795997,3170143,Test,start,step_1,0,42.0,0.7,0.0,54,F,21,2,192109.59000000003
276109834_14180422074_62304,3512520,Control,start,step_3,0,181.0,3.02,0.0,65,M,9,2,88348.83
276132932_66447704429_368803,898644,Control,start,start,0,0.0,0.0,0.0,39,M,14,3,158842.02000000002
276137343_21352808924_889507,2348515,Test,start,confirm,1,414.0,6.9,0.0,54,F,18,3,169140.43
276159693_94683090960_661044,887671,Test,start,confirm,1,125.0,2.08,0.0,30,F,13,2,39387.54
276180650_28504846386_612042,8679095,Test,start,step_1,0,360.0,6.0,0.2,54,F,29,2,154583.64
276183764_5943390832_627123,7108764,Test,start,confirm,1,148.0,2.47,0.0,58,F,16,3,252214.94
276203956_67644262851_988270,2559643,Control,start,confirm,1,120.0,2.0,0.0,43,M,12,2,281726.71
276236721_40576952950_186314,8923376,Test,start,start,0,144.0,2.4,0.5,57,F,6,2,131206.07
276306334_26495734282_15288,1511193,Control,start,confirm,1,746.0,12.43,0.0,70,F,14,2,46591.1
276322264_69664137233_878351,5662833,Test,start,step_3,0,298.0,4.97,0.0,42,M,14,2,98564.41
276332863_24747101346_212582,4590197,Test,start,step_3,0,264.0,4.4,0.0,78,M,16,2,298763.8
