visita_id,client_id,variation,primer_paso,ultimo_paso,confirm,duracion_total_seg,duracion_total_min,tasa_error_visita,edad,genero,años_cliente_vg,num_cuentas,saldo_total
100019538_17884295066_43909,7338123,Test,start,confirm,1,242.0,4.03,0.2,24,M,7,2,26436.73
100022086_87870757897_149620,2478628,Test,start,confirm,1,180.0,3.0,0.0,47,F,16,2,32456.28
100030127_47967100085_936361,105007,Control,start,start,0,0.0,0.0,0.0,35,F,9,2,34897.47
100037962_47432393712_705583,5623007,Control,start,start,0,132.0,2.2,0.3333333333333333,78,M,16,2,146827.14
10006594_66157970412_679648,3479519,Control,start,step_3,0,354.0,5.9,0.16666666666666666,52,F,12,2,349316.66
100071743_53464757454_616703,3432704,Control,start,start,0,0.0,0.0,0.0,60,M,21,2,27970.87
10007589_47780784567_391490,5477656,Control,start,confirm,1,721.0,12.02,0.0,54,M,10,2,24706.77
100096068_8301717872_987164,8306812,Control,start,step_1,0,13.0,0.22,0.0,31,M,9,2,37853.69
100105975_18174738494_196339,9852814,Control,start,start,0,13.0,0.22,0.0,71,M,10,2,53955.97
100173292_91322748906_143563,8631696,Test,start,confirm,1,95.0,1.58,0.0,46,M,11,3,134716.64
100195539_90558871716_822894,8050938,Control,start,step_1,0,363.0,6.05,0.3333333333333333,76,M,16,3,857143.38
100217156_67053490690_383412,9341024,Test,start,confirm,1,1017.0,16.95,0.125,68,F,6,2,163660.31
100221419_95702886123_228743,6002181,Test,start,start,0,0.0,0.0,0.0,48,M,17,3,746472.2100000001
10024125_38177552152_999695,3852267,Control,start,step_1,0,21.0,0.35,0.0,75,F,29,3,2508197.52
100293270_70949014562_696814,8976740,Test,start,confirm,1,209.0,3.48,0.0,32,F,16,2,46486.33
10029965_1592382589_593999,7760839,Test,start,step_1,0,67.0,1.12,0.0,64,F,11,2,36454.02
100321067_78502191718_46799,2540907,Test,start,confirm,1,134.0,2.23,0.0,66,M,21,3,167073.24
100393582_40120493420_784218,2930525,Test,start,start,0,82.0,1.37,0.3333333333333333,22,F,13,2,100560.75
100398738_80691628792_341470,2289897,Control,start,start,0,0.0,0.0,0.0,74,M,25,5,538260.91
100412222_23957663994_946900,543460,Test,start,confirm,1,466.0,7.77,0.0,48,M,10,2,49462.47
10043239_12589390657_342180,5269746,Control,start,start,0,0.0,0.0,0.0,34,M,7,2,30304.97
100471971_3065983298_584030,3673713,Control,start,confirm,1,155.0,2.58,0.0,42,F,5,2,960255.58
100481857_71511233596_788753,6235268,Control,start,confirm,1,776.0,12.93,0.16666666666666666,48,M,11,2,42969.78999999999
100559681_42553631610_873319,663873,Test,start,confirm,1,203.0,3.38,0.0,48,F,18,2,773225.76
100583476_33244068453_144866,8187622,Control,start,step_3,0,168.0,2.8,0.0,66,F,9,2,141339.76
100626049_75683476209_342098,8241291,Test,start,start,0,718.0,11.97,0.0,33,F,10,2,91149.28
100639462_26969211619_298031,4074233,Test,start,step_3,0,65.0,1.08,0.0,32,F,15,2,33885.45
100647528_93869859601_746654,1244412,Control,start,start,0,0.0,0.0,0.0,47,M,16,2,44324.7
10065836_96534697180_389104,6829143,Test,start,confirm,1,704.0,11.73,0.125,44,F,15,2,25142.15
100665997_91063490926_34691,237182,Control,start,step_3,0,88.0,1.47,0.0,23,M,4,3,69298.4
100725513_11346861413_977724,8780422,Test,start,step_1,0,8.0,0.13,0.0,70,F,4,2,159619.43
100733473_61604582110_215085,9956593,Control,start,confirm,1,335.0,5.58,0.0,62,F,15,3,26576.08
100742196_25888718318_18393,5730234,Control,start,confirm,1,144.0,2.4,0.0,62,M,15,2,46154.41
100768839_4432812320_405870,3467432,Control,start,confirm,1,447.0,7.45,0.0,72,F,8,2,60536.32
100786061_71646122803_371815,2460796,Test,start,step_1,0,39.0,0.65,0.0,66,M,29,2,281056.45
100810638_79925673386_145828,8342684,Control,start,start,0,12.0,0.2,0.0,32,F,5,2,27595.81
100823576_70799027657_592457,2684049,Test,start,step_1,0,55.0,0.92,0.0,64,M,9,2,249486.79
100847537_74227021314_737120,9957303,Control,start,step_1,0,22.0,0.37,0.0,36,M,10,2,78194.09
100888777_10698693955_921935,8133621,Control,start,start,0,0.0,0.0,0.0,57,F,10,2,39286.79
100917321_50724715049_405133,666049,Control,start,start,0,0.0,0.0,0.0,59,M,13,2,82355.4
100982387_94833499276_254813,4337769,Control,start,confirm,1,180.0,3.0,0.0,30,M,5,2,92961.9
100990512_10313858825_28429,1262277,Control,start,start,0,1183.0,19.72,0.42857142857142855,44,M,15,2,98062.83
101018131_98163417200_901367,3624120,Control,start,start,0,173.0,2.88,0.0,50,F,14,2,130918.7
101093819_66558027327_682204,158047,Test,start,start,0,127.0,2.12,0.0,56,M,18,2,68700.53
101095789_10442518934_382326,8076869,Test,start,start,0,73.0,1.22,0.0,67,M,17,2,735629.52
10111418_59591388284_939024,6762377,Test,start,confirm,1,546.0,9.1,0.14285714285714285,42,F,16,3,8045102.6
101120116_70489660261_84827,4871055,Control,start,confirm,1,433.0,7.22,0.0,48,F,15,3,107684.59
101127163_76213781950_64100,5102064,Control,start,confirm,1,262.0,4.37,0.16666666666666666,56,M,10,2,478497.2
101131769_71477003769_557617,6664663,Test,start,start,0,275.0,4.58,0.5,59,F,30,2,1562801.0599999998
101140098_34485335341_198445,2619274,Control,start,step_1,0,81.0,1.35,0.0,45,M,10,2,43195.45
101143883_71782939078_772553,3351016,Control,start,confirm,1,162.0,2.7,0.125,41,F,14,3,681328.53
101228955_33584697901_374290,3055315,Control,start,start,0,348.0,5.8,0.16666666666666666,34,F,5,2,66560.69
101299207_34352941387_283858,5189898,Control,start,confirm,1,136.0,2.27,0.0,20,M,16,2,49238.78
10132415_28171840649_223256,2086680,Control,start,confirm,1,271.0,4.52,0.0,64,M,11,2,591480.41
101339145_59030942252_195139,9506863,Test,start,start,0,169.0,2.82,0.3333333333333333,74,F,12,2,496035.97
101420660_70864320063_268486,4167905,Control,start,confirm,1,172.0,2.87,0.0,52,F,14,2,39263.59
101430298_69072505500_555518,8902430,Test,start,confirm,1,281.0,4.68,0.16666666666666666,46,M,14,2,52059.74
10146625_55092448080_942181,7866354,Control,start,confirm,1,141.0,2.35,0.0,52,F,16,2,31103.89
101474438_42996626661_564566,9166062,Test,start,start,0,466.0,7.77,0.3333333333333333,56,M,20,2,94207.83
101492053_41703829728_425044,7380609,Test,start,confirm,1,234.0,3.9,0.0,38,M,10,2,308646.59
101494772_26515669036_129353,8670426,Test,start,confirm,1,231.0,3.85,0.16666666666666666,36,M,13,2,35232.8
101505834_32427348236_567390,8222286,Test,start,step_3,0,353.0,5.88,0.0,55,F,25,2,33602.02
10160247_7644306633_536261,7135656,Test,start,confirm,1,240.0,4.0,0.0,30,M,11,4,153264.52000000002
101632251_3972004281_699230,3927920,Control,start,step_2,0,75.0,1.25,0.25,38,F,8,3,2058526.24
101648946_2986090802_45728,1497502,Test,start,confirm,1,807.0,13.45,0.16666666666666666,54,F,14,2,291597.89
101657019_35350936910_130328,1781217,Control,start,start,0,214.0,3.57,0.25,39,F,15,2,39359.74
101680890_99989873555_20306,1181373,Test,start,start,0,2357.0,39.28,0.3,30,M,9,3,115093.42
101699555_81180756343_194382,1631043,Test,start,confirm,1,115.0,1.92,0.0,52,M,17,3,694424.9
101705911_92910589456_700339,4575080,Test,start,confirm,1,59.0,0.98,0.0,56,F,9,2,124431.3
101715826_97622208061_360008,4906459,Control,start,step_3,0,201.0,3.35,0.0,62,F,20,2,39481.2
101722456_58438104811_928683,9318531,Test,start,step_1,0,188.0,3.13,0.25,42,F,14,2,133867.03999999998
101730358_52940740127_700366,9921452,Test,start,confirm,1,75.0,1.25,0.0,44,F,17,2,35163.71
101768700_91142432630_586450,7611942,Test,start,step_1,0,28.0,0.47,0.0,69,F,23,2,340520.85
101780244_22851723186_748129,4836017,Control,start,start,0,3.0,0.05,0.0,61,F,16,2,68470.23
101795269_11014215878_581088,2212960,Test,start,confirm,1,360.0,6.0,0.0,64,F,9,2,93924.83
101815309_16518757746_588210,6017862,Control,start,confirm,1,171.0,2.85,0.0,46,F,14,2,61987.4
101822764_25803298242_795564,9655476,Control,start,step_2,0,57.0,0.95,0.0,52,F,15,3,199628.0
101834489_14041973684_933577,24572,Test,start,confirm,1,417.0,6.95,0.16666666666666666,24,F,6,2,52351.16
101846948_96925910026_299041,8739285,Test,start,confirm,1,692.0,11.53,0.0,70,F,19,2,44994.24
101884417_53293783110_925967,1777437,Control,start,step_2,0,47.0,0.78,0.0,32,F,8,3,32510.21
101885734_33165249816_513951,4623321,Test,start,step_1,0,16.0,0.27,0.0,62,M,20,3,123221.77
101886605_42106504820_186284,8875788,Control,start,step_2,0,132.0,2.2,0.0,73,F,24,2,1315074.19
101894537_62812466351_460394,7707667,Test,start,start,0,183.0,3.05,0.3333333333333333,53,F,26,3,89492.17
101901793_38285706284_788189,8984930,Test,start,confirm,1,142.0,2.37,0.0,57,M,17,2,28306.95
101943895_86775091670_183092,159268,Control,start,confirm,1,886.0,14.77,0.1111111111111111,62,M,22,3,212553.62
10194677_47094805391_515472,2711899,Test,start,step_3,0,272.0,4.53,0.2,45,F,15,3,118737.83
101964240_76921976749_632667,2200195,Test,start,start,0,0.0,0.0,0.0,53,M,12,3,161372.90000000002
101992635_61594742250_953624,6642237,Control,start,confirm,1,229.0,3.82,0.0,52,F,18,2,180424.22
102039130_96083762708_562998,1688588,Test,start,confirm,1,719.0,11.98,0.1,54,F,22,3,291433.6
102040676_43919492336_211555,1081771,Test,start,step_1,0,772.0,12.87,0.14285714285714285,66,M,15,2,33185.96
102080539_2157046535_369903,7812894,Control,start,start,0,0.0,0.0,0.0,32,M,12,3,41920.9
10208190_60248923635_552228,3934629,Control,start,step_2,0,18.0,0.3,0.0,36,F,13,2,26887.6
10208508_48498393982_276767,20185,Test,start,confirm,1,2459.0,40.98,0.2222222222222222,60,F,15,2,69992.51999999999
102107667_79348620618_407005,6363082,Control,start,step_1,0,57.0,0.95,0.3333333333333333,22,M,13,2,99154.51
102117430_8358683171_251810,5084415,Control,start,confirm,1,377.0,6.28,0.0,62,M,13,2,73946.1
102118013_73394275138_810845,9965526,Control,start,start,0,0.0,0.0,0.0,31,F,12,2,26342.03
102135578_44389748355_529451,6980355,Test,start,confirm,1,374.0,6.23,0.16666666666666666,36,M,10,2,69695.34
102156481_9712246009_751130,1194972,Control,start,step_1,0,5.0,0.08,0.0,30,M,24,5,57503.89
102172447_66154207246_163667,568717,Control,start,step_1,0,5.0,0.08,0.0,34,M,13,2,91550.26
102193071_86164823980_207231,1234849,Control,start,start,0,682.0,11.37,0.4,58,F,14,2,49628.51
102196638_7300689157_648696,6861882,Test,start,start,0,0.0,0.0,0.0,35,F,9,3,90266.39
102214391_53690192711_710157,7676929,Test,start,start,0,0.0,0.0,0.0,28,M,4,3,143704.47999999998
102239627_21788120461_642410,9509478,Test,start,confirm,1,149.0,2.48,0.0,32,M,14,2,51162.38
102241937_44186923257_675771,2268205,Control,start,confirm,1,87.0,1.45,0.0,30,F,35,2,54840.92999999999
102248635_49263086114_638760,7280817,Test,start,start,0,0.0,0.0,0.0,54,M,15,2,192518.99
102260327_62370031760_695202,2319496,Test,start,confirm,1,165.0,2.75,0.0,42,M,48,3,260086.66
102313083_89099432393_519923,9455842,Test,start,confirm,1,333.0,5.55,0.0,74,F,15,2,56145.53
102325392_86547848475_112415,9106010,Control,start,start,0,0.0,0.0,0.0,58,F,11,3,33115.06
10233178_18548402935_608194,8664229,Control,start,start,0,0.0,0.0,0.0,70,M,20,2,906273.86
102335079_31127942488_988541,9519150,Test,start,confirm,1,832.0,13.87,0.3,54,F,16,2,74130.4
10234907_41978095975_824674,5075261,Test,start,confirm,1,101.0,1.68,0.0,56,M,11,2,225166.36
102421900_70236787868_561855,8358616,Control,start,start,0,0.0,0.0,0.0,46,M,16,2,146330.99
102444768_32769766838_982610,5630016,Control,start,confirm,1,406.0,6.77,0.0,52,F,13,2,63081.6
102461853_89884307837_366717,5864399,Control,start,step_3,0,84.0,1.4,0.0,40,F,6,2,270236.71
10250417_54755943070_630567,2967792,Control,start,start,0,35.0,0.58,0.0,78,F,21,2,30961.68
102530721_90592399939_135279,4196060,Control,start,start,0,1082.0,18.03,0.1,66,F,22,2,292281.4
102533008_90910706675_937858,9098597,Test,start,step_2,0,15.0,0.25,0.0,29,F,12,3,75678.47
102665060_37915112799_22973,8153325,Control,start,confirm,1,691.0,11.52,0.0,48,M,23,2,118419.9
102676129_2928490180_116179,5490056,Test,start,start,0,15.0,0.25,0.0,37,M,12,3,319613.26
102700395_3650299328_241644,7854180,Control,start,confirm,1,259.0,4.32,0.0,52,M,17,2,127304.92
102711693_32673812507_268789,6383242,Control,start,step_3,0,116.0,1.93,0.0,38,M,15,3,183205.79
10271778_60310580255_346120,9371642,Test,start,confirm,1,238.0,3.97,0.0,64,F,17,2,79237.89
102726299_88890501425_250481,2963023,Test,start,confirm,1,101.0,1.68,0.16666666666666666,64,M,18,4,308414.15
102732284_85491431716_901533,499278,Control,start,step_1,0,541.0,9.02,0.16666666666666666,55,F,24,3,926905.72
102777033_42146116298_112667,464397,Test,start,step_3,0,133.0,2.22,0.0,26,M,12,2,35148.63
102779011_83152676059_817594,3994773,Control,start,start,0,0.0,0.0,0.0,64,M,17,2,49517.07
102784099_87525732926_154143,6418203,Test,start,confirm,1,315.0,5.25,0.2222222222222222,23,M,12,2,78709.43
102801864_49345732746_12571,3548520,Control,start,start,0,223.0,3.72,0.25,36,M,18,2,41984.87
102829584_93976627605_480184,8397383,Test,start,confirm,1,369.0,6.15,0.0,22,F,6,3,57139.47
102837653_94701008367_878441,1682129,Test,start,confirm,1,348.0,5.8,0.0,54,F,8,2,40717.35
102878449_27122708953_916774,8936124,Test,start,step_1,0,41.0,0.68,0.0,35,M,15,2,57297.2
102916667_11468243351_655545,9677689,Control,start,start,0,0.0,0.0,0.0,61,M,11,2,447571.07
102975007_58653569101_864796,4449592,Test,start,confirm,1,943.0,15.72,0.14285714285714285,52,F,13,2,32927.91
10297728_36443899834_420540,4805014,Test,start,confirm,1,247.0,4.12,0.0,58,M,15,3,422067.94
10297943_82235334464_956711,4018288,Test,start,step_1,0,26.0,0.43,0.0,51,F,20,2,29136.35
103011713_52375037238_774666,1645625,Test,start,start,0,863.0,14.38,0.46153846153846156,63,F,13,2,517016.57
103021888_19484517133_523435,5824640,Control,start,step_3,0,121.0,2.02,0.0,55,F,5,3,135226.87
10302777_33961048646_359086,2132645,Test,start,confirm,1,413.0,6.88,0.0,40,F,11,3,162828.91999999998
103049564_53637551445_140548,3482195,Control,start,confirm,1,1060.0,17.67,0.125,18,F,23,2,55459.16
103067846_46368558812_483037,8191466,Test,start,step_3,0,313.0,5.22,0.16666666666666666,34,M,3,2,34604.41
103097108_59620739018_675854,1368796,Control,start,step_3,0,160.0,2.67,0.0,71,M,38,2,607506.13
103116910_64895230489_690799,9606541,Test,start,confirm,1,545.0,9.08,0.14285714285714285,53,M,11,2,158070.57
103136978_65760039883_30108,2152815,Test,start,start,0,0.0,0.0,0.0,51,F,23,3,163070.96999999997
103153313_89180810554_652969,5882141,Test,start,confirm,1,161.0,2.68,0.0,30,M,13,4,180879.77
10316232_45686287355_885895,9609949,Control,start,start,0,0.0,0.0,0.0,28,M,13,5,118304.9
103206917_79424670085_548578,6572513,Control,start,confirm,1,109.0,1.82,0.0,56,F,9,2,38329.63
103231866_97001718341_176355,1877137,Test,start,confirm,1,106.0,1.77,0.0,38,M,16,3,82677.95999999999
103250270_91305892356_725889,2320677,Test,start,confirm,1,403.0,6.72,0.0,78,M,13,2,528303.34
103259230_91726805198_42860,1235280,Control,start,confirm,1,225.0,3.75,0.0,62,M,12,2,39866.6
103262112_44272205554_17076,1121613,Control,start,confirm,1,175.0,2.92,0.0,26,F,8,2,39936.38
103282678_27042361815_851705,7458004,Control,start,confirm,1,165.0,2.75,0.0,39,F,14,3,86568.95
103288968_42584086301_52288,518097,Control,start,confirm,1,186.0,3.1,0.0,49,F,15,2,61034.29
103314992_38940221828_86119,7338537,Test,start,confirm,1,124.0,2.07,0.0,24,M,11,3,351893.28
103316124_77336417516_450479,9409347,Test,start,confirm,1,622.0,10.37,0.0,58,F,5,2,168566.90999999997
103341679_51260451764_941791,2488210,Test,start,start,0,0.0,0.0,0.0,38,F,14,3,118059.5
10334176_51873545023_86086,5083397,Test,start,start,0,465.0,7.75,0.3333333333333333,43,F,5,3,195880.06
103342398_45398458430_825388,9545144,Test,start,confirm,1,390.0,6.5,0.0,62,M,14,2,49838.14
103375343_29061810051_12489,4924477,Test,start,step_2,0,22.0,0.37,0.0,68,M,15,2,39869.77
103386244_38229139313_546758,9204785,Control,start,confirm,1,348.0,5.8,0.0,64,F,30,2,57972.14
103429522_91068110681_512926,1958941,Test,start,confirm,1,154.0,2.57,0.0,46,F,23,3,191797.35
103429659_37868581419_964988,5071488,Control,start,confirm,1,642.0,10.7,0.0,44,F,22,2,42316.45
103452266_65589345292_334664,4428440,Control,start,confirm,1,323.0,5.38,0.0,32,F,11,2,117070.39
103510306_94152799763_79978,725801,Control,start,step_3,0,143.0,2.38,0.0,71,F,26,4,764661.9400000001
103538296_11904058214_819864,396003,Test,start,start,0,66.0,1.1,0.5,71,M,5,2,200576.35
103561765_93272178897_495124,1108147,Test,start,step_3,0,136.0,2.27,0.0,34,F,15,2,31753.54
103587918_85812829742_55398,4237982,Control,start,confirm,1,129.0,2.15,0.0,35,M,8,2,51482.19
103610734_70849851857_133700,5802843,Test,start,step_3,0,123.0,2.05,0.0,46,F,20,3,62648.31
103615346_95330399076_836311,448522,Test,start,start,0,0.0,0.0,0.0,70,M,16,2,49346.32
103672872_27263820810_450006,120309,Control,start,confirm,1,241.0,4.02,0.0,64,F,16,2,91747.33
103689029_41882753010_215591,2363091,Test,start,confirm,1,45.0,0.75,0.0,36,F,8,2,66368.16
103718181_78133780798_378891,2050360,Test,start,confirm,1,575.0,9.58,0.0,56,M,8,3,108387.85
103728654_862458844_13886,5299122,Control,start,start,0,115.0,1.92,0.0,58,F,4,2,278433.81
103771513_78523843872_7154,6834658,Control,start,step_1,0,45.0,0.75,0.0,50,F,11,2,94229.52
103797768_89024128068_105778,6166472,Test,start,confirm,1,582.0,9.7,0.0,36,F,10,2,72153.45999999999
10381309_94441024337_943455,6048205,Test,start,confirm,1,203.0,3.38,0.0,26,M,13,2,61181.88
103828097_2964593896_769569,7781142,Control,start,step_1,0,577.0,9.62,0.3333333333333333,66,M,20,3,936562.08
103925915_87560969444_561630,2594614,Test,start,confirm,1,287.0,4.78,0.0,64,M,25,2,1291578.91
104032435_62114953894_417370,1646150,Test,start,confirm,1,981.0,16.35,0.0,66,M,5,2,361345.09
10405216_27295232690_129849,9518630,Test,start,start,0,482.0,8.03,0.3333333333333333,56,F,8,2,86022.2
104052567_51896422006_946275,5725519,Test,start,confirm,1,675.0,11.25,0.0,56,F,6,2,87424.93
104082777_42499597295_944666,1101193,Test,start,start,0,599.0,9.98,0.375,50,F,16,2,166131.39
104083710_37806604745_590166,5708846,Test,start,confirm,1,119.0,1.98,0.16666666666666666,26,M,12,4,86551.65
104083800_60349476282_456725,7544412,Control,start,confirm,1,122.0,2.03,0.0,58,F,13,2,96103.21
1040920_55307144228_427483,9288209,Test,start,confirm,1,161.0,2.68,0.0,45,M,20,2,382609.14
104102344_440726316_757498,6055231,Control,start,start,0,176.0,2.93,0.5,66,M,16,2,78976.18
104125938_19215127985_615367,4951184,Test,start,confirm,1,525.0,8.75,0.0,64,F,14,2,31967.84
104145193_36067138148_118971,8007865,Control,start,start,0,1.0,0.02,0.0,75,M,15,2,189216.48
104192619_67296701164_160596,6851822,Test,start,start,0,23.0,0.38,0.0,34,M,5,2,80690.53
104222319_64628836240_918404,6428716,Control,start,step_1,0,280.0,4.67,0.16666666666666666,50,M,24,3,493237.27
104326589_70843130712_906222,4846242,Control,start,step_1,0,26.0,0.43,0.0,76,F,9,2,56601.22
104337957_61247003448_631454,8598372,Test,start,step_2,0,360.0,6.0,0.16666666666666666,45,F,13,3,66739.29000000001
104365816_69279638422_290118,333744,Test,start,start,0,477.0,7.95,0.5,42,F,20,4,236298.52
104376122_49318033660_691105,9485851,Control,start,step_2,0,14.0,0.23,0.0,40,M,13,2,52000.51
104400883_2375105976_218259,7459131,Test,start,step_1,0,29.0,0.48,0.0,60,F,15,3,40984.59
104475028_24299576645_951674,7979029,Test,start,step_1,0,5.0,0.08,0.0,53,M,23,2,96570.58
104503918_88678867372_299559,9444621,Test,start,confirm,1,142.0,2.37,0.0,40,F,15,2,32575.13
104510040_4336593208_128989,7305447,Test,start,start,0,577.0,9.62,0.0,61,F,12,2,59392.03
104520844_52262021509_531039,6690818,Test,start,start,0,0.0,0.0,0.0,72,F,23,2,63166.18
104561734_15618293043_834527,7614662,Control,start,step_2,0,17.0,0.28,0.0,40,F,15,2,43277.58
104573440_30922831299_26449,8866119,Test,start,start,0,54.0,0.9,0.0,61,F,21,2,23827.06
104600854_54570236968_577535,7187827,Test,start,step_3,0,104.0,1.73,0.0,46,F,15,2,156436.78999999998
104607553_63113543212_684641,4292744,Test,start,step_3,0,192.0,3.2,0.0,44,F,16,3,66330.54999999999
104609860_39786720919_506291,1600479,Test,start,start,0,29.0,0.48,0.5,46,M,17,4,157516.99
104611358_99312923751_651012,6599771,Control,start,confirm,1,959.0,15.98,0.0,58,F,14,2,28263.07
104629663_11646004013_508037,7813768,Control,start,confirm,1,167.0,2.78,0.0,59,M,22,4,293808.67
10463399_86967089664_748023,45485,Test,start,confirm,1,1164.0,19.4,0.14285714285714285,68,M,21,5,653676.8500000001
104648703_38088655862_963517,4851774,Test,start,start,0,96.0,1.6,0.0,29,M,9,2,277867.29
104671112_72226641226_692067,3682583,Test,start,confirm,1,252.0,4.2,0.16666666666666666,24,M,10,2,45055.41
104678659_36278223108_614428,5037795,Control,start,confirm,1,321.0,5.35,0.0,58,F,9,2,57187.21
104683420_95145670621_124388,6751070,Test,start,confirm,1,1094.0,18.23,0.16666666666666666,52,F,6,2,35948.81
104712046_60126982288_337420,3123323,Control,start,start,0,1238.0,20.63,0.25,41,M,24,2,83701.06
104713695_45224189972_256336,4625824,Control,start,start,0,0.0,0.0,0.0,45,F,14,2,23802.97
104759010_79418548877_133125,5136874,Test,start,confirm,1,100.0,1.67,0.0,60,F,16,2,99859.77
104764150_73283869932_951741,3636637,Test,start,start,0,395.0,6.58,0.3333333333333333,81,M,16,2,137251.03
104771695_29531939894_162247,6435592,Test,start,confirm,1,110.0,1.83,0.0,20,F,23,2,33384.66
104776692_31910584761_228392,4988214,Test,start,start,0,121.0,2.02,0.0,36,F,20,2,69500.86
104779581_5871971578_957356,4836017,Control,start,start,0,12.0,0.2,0.0,61,F,16,2,68470.23
104805821_49529469720_441232,1132034,Test,start,step_3,0,86.0,1.43,0.0,70,F,11,2,55931.0
104853864_15340926053_27153,9193304,Test,start,confirm,1,446.0,7.43,0.16666666666666666,54,F,21,3,149748.99
104874051_46248484407_868424,5503836,Control,start,step_1,0,10.0,0.17,0.0,52,M,29,3,885370.62
104893454_90760084160_255538,9896387,Control,start,start,0,0.0,0.0,0.0,60,F,5,2,69403.57
104896416_75722393196_689072,2386196,Test,start,start,0,42.0,0.7,0.25,68,F,9,2,1061189.04
104904175_28577721463_608061,2976498,Test,start,confirm,1,312.0,5.2,0.0,50,F,5,2,80407.04000000001
104944548_40883139441_93173,3669767,Control,start,confirm,1,188.0,3.13,0.0,50,M,14,2,50139.07
104971026_26405371271_631532,9230222,Test,start,step_1,0,63.0,1.05,0.0,64,M,15,2,191864.92
104977399_88468958887_125871,5995702,Test,start,confirm,1,1164.0,19.4,0.2222222222222222,36,F,14,2,142893.39
105021761_97762713751_883613,428188,Control,start,start,0,1796.0,29.93,0.2222222222222222,57,M,22,2,194018.28
105048078_55050699627_845365,7197684,Control,start,start,0,159.0,2.65,0.0,44,M,9,3,42151.92999999999
105052451_60790410291_962728,1109486,Test,start,confirm,1,142.0,2.37,0.0,60,M,31,2,256180.23
105090713_48098327093_411060,7584405,Test,start,step_1,0,5.0,0.08,0.0,35,M,13,2,38481.11
105091881_38847710974_589990,466142,Control,start,confirm,1,235.0,3.92,0.0,24,M,7,2,80461.51
105120777_71749834736_17256,6934467,Test,start,start,0,294.0,4.9,0.0,33,F,16,2,47713.69
105130144_88070617597_601122,693478,Test,start,confirm,1,337.0,5.62,0.0,50,F,23,2,42280.47
105213573_6959115113_374761,8760347,Test,start,confirm,1,250.0,4.17,0.0,32,M,12,2,162250.52000000002
105231784_73768895001_439276,8056722,Control,start,confirm,1,199.0,3.32,0.0,78,M,15,3,897124.1900000001
105252692_84267414832_344877,2753644,Test,start,confirm,1,345.0,5.75,0.16666666666666666,53,M,9,2,130271.58
10525585_16624908258_755243,9587164,Control,start,confirm,1,156.0,2.6,0.0,20,F,26,3,30362.54
105310597_44245617177_116573,7498356,Control,start,confirm,1,100.0,1.67,0.0,46,M,20,2,93540.77
10533296_19342141188_838522,8713813,Test,start,confirm,1,445.0,7.42,0.0,50,F,20,2,168881.11
105356822_18107865160_411243,2471147,Control,start,confirm,1,365.0,6.08,0.16666666666666666,32,M,11,2,47277.58
105450483_7512094596_788141,1611437,Control,start,start,0,0.0,0.0,0.0,61,M,9,2,55182.03999999999
105458872_73633905256_530797,34067,Control,start,confirm,1,949.0,15.82,0.16666666666666666,66,M,21,3,66801.59
105463936_33665073256_202725,4121100,Control,start,confirm,1,89.0,1.48,0.0,30,F,13,2,31152.14
105528198_88476234988_704586,4077197,Test,start,confirm,1,2556.0,42.6,0.125,62,M,20,2,66397.67
105559792_63874509233_764714,5100305,Test,start,step_1,0,7.0,0.12,0.0,24,F,9,3,88683.75
105562619_26580127431_303548,7391530,Test,start,step_2,0,41.0,0.68,0.0,38,M,13,2,25507.86
105564674_95442780237_285500,4861885,Control,start,step_1,0,99.0,1.65,0.0,72,F,18,2,48341.24
10557984_74046296909_674197,2508692,Test,start,start,0,190.0,3.17,0.3333333333333333,45,F,21,2,203249.62
105642856_37220704300_234639,6747982,Control,start,start,0,0.0,0.0,0.0,61,F,6,2,66660.04999999999
105654856_27538576603_148503,1532540,Test,start,confirm,1,183.0,3.05,0.0,60,M,10,3,405254.01
105682428_52007266588_875444,8586150,Test,start,start,0,0.0,0.0,0.0,25,M,29,3,77472.51999999999
105687916_37056975038_128942,5013337,Control,start,confirm,1,357.0,5.95,0.0,54,F,24,3,53823.65
105697291_47606343533_645350,3275853,Control,start,start,0,646.0,10.77,0.3333333333333333,22,F,21,2,45799.62
105697603_42362617011_929945,4564157,Test,start,confirm,1,189.0,3.15,0.0,74,M,13,3,1064559.64
105713435_18275303055_967670,1715849,Test,start,confirm,1,299.0,4.98,0.0,70,M,20,2,41881.1
105716156_71220350745_747217,728589,Test,start,start,0,0.0,0.0,0.0,61,M,18,2,37700.74
105716721_80700316781_770303,7389040,Test,start,start,0,886.0,14.77,0.0,64,M,17,2,66572.67
105727237_33299933441_343945,1433050,Control,start,confirm,1,1182.0,19.7,0.14285714285714285,54,M,6,2,103500.15
105733065_54467481472_535394,2194589,Test,start,confirm,1,826.0,13.77,0.0,68,M,13,2,25291.7
105742024_85246754194_412258,5730234,Control,start,step_1,0,12.0,0.2,0.0,62,M,15,2,46154.41
10577637_54025840873_943862,295858,Test,start,confirm,1,167.0,2.78,0.0,36,F,14,2,52626.56
105779011_74310922511_16797,6448159,Control,start,step_1,0,46.0,0.77,0.0,36,F,13,2,55200.9
10579635_39481463812_262571,7365874,Test,start,step_3,0,532.0,8.87,0.0,68,M,27,2,56790.93
105846921_33921978329_667378,7990566,Control,start,step_3,0,527.0,8.78,0.0,23,F,10,3,162343.93
